age_group,country,first_trip_tz,ID,info_source,main_activity,most_impressing,Sum of night_mainland,Sum of night_zanzibar,package_accomodation,package_food,package_guided_tour,package_insurance,package_sightseeing,package_transport_int,package_transport_tz,payment_mode,purpose,Sum of total_cost,Sum of Total_days,Sum of total_female,Sum of total_male,Sum of Total_tourists,tour_arrangement,travel_with
45-64,GERMANY,Yes,tour_5560,"Travel, agent, tour operator",Wildlife tourism, Wildlife,6,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,36962250,6,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_5582,"Newspaper, magazines,brochures",Beach tourism,Friendly People,0,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Leisure and Holidays,10276500,10,0,1,1,Package Tour,Alone
45-64,GERMANY,Yes,tour_5719,"Newspaper, magazines,brochures",business,Friendly People,0,19,Yes,Yes,No,No,No,Yes,Yes,Credit Card,Leisure and Holidays,1066585.1,19,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_5850,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",9,7,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,12431250,16,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_5857,"Newspaper, magazines,brochures",Beach tourism,No comments,5,7,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,3315000,12,3,3,6,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_5871,"Travel, agent, tour operator",Wildlife tourism,Excellent Experience,10,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Leisure and Holidays,14523712,12,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_5876,"Friends, relatives",Wildlife tourism,Friendly People,11,7,Yes,Yes,No,No,Yes,Yes,No,Cash,Leisure and Holidays,2269330,18,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_5962,others,Beach tourism, Wildlife,0,6,No,Yes,No,No,No,Yes,Yes,Credit Card,Leisure and Holidays,17238000,6,1,1,2,Package Tour,Spouse
45-64,GERMANY,Yes,tour_5983,"Friends, relatives",Beach tourism, Wildlife,0,6,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1264672.5,6,1,2,3,Independent,Spouse
45-64,GERMANY,Yes,tour_627,"Newspaper, magazines,brochures",Beach tourism,Friendly People,1,10,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3403995,11,1,2,3,Independent,Spouse and Children
45-64,GERMANY,Yes,tour_629,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,52377000,10,3,2,5,Package Tour,Spouse and Children
45-64,GERMANY,Yes,tour_75,"Travel, agent, tour operator",Wildlife tourism,No comments,14,5,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4538660,19,1,2,3,Independent,Spouse and Children
45-64,GERMANY,Yes,tour_815,"Friends, relatives",Cultural tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1134665,3,2,2,4,Independent,Spouse and Children
45-64,GERMANY,Yes,tour_85,"Friends, relatives",Beach tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,1657500,5,1,0,1,Independent,Alone
45-64,GHANA,Yes,tour_217,Trade fair,Wildlife tourism,No comments,30,0,No,No,No,No,No,No,No,Cash,Business,10000000,30,0,2,2,Independent,Friends/Relatives
45-64,GREECE,No,tour_4024,"Travel, agent, tour operator",Wildlife tourism,Friendly People,12,9,Yes,Yes,Yes,Yes,Yes,No,Yes,Cash,Leisure and Holidays,90530,21,1,1,2,Package Tour,Friends/Relatives
45-64,GREECE,Yes,tour_5146,"Friends, relatives",Hunting tourism,No comments,2,0,No,No,No,No,No,No,No,Cash,Volunteering,226933,2,0,2,2,Independent,Friends/Relatives
45-64,HUNGARY,Yes,tour_1867,"Travel, agent, tour operator",Wildlife tourism, Wildlife,4,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,7646047.5,4,0,0,0,Package Tour,Spouse and Children
45-64,HUNGARY,Yes,tour_4334,"Travel, agent, tour operator",Wildlife tourism,Friendly People,7,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,12845625,7,1,1,2,Package Tour,Children
45-64,INDIA,No,tour_1273,"Newspaper, magazines,brochures",Beach tourism,"Wonderful Country, Landscape, Nature",3,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2486250,3,2,6,8,Independent,Friends/Relatives
45-64,INDIA,No,tour_1311,"Newspaper, magazines,brochures",Beach tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,828750,2,0,1,1,Independent,Alone
45-64,INDIA,No,tour_1444,"Friends, relatives",Wildlife tourism,No comments,14,0,No,No,No,No,No,No,No,Cash,Business,828750,14,0,1,1,Independent,Uknown
45-64,INDIA,No,tour_1616,"Travel, agent, tour operator",Mountain climbing,No comments,10,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,828750,10,0,1,1,Independent,Alone
45-64,INDIA,No,tour_1633,Trade fair,business,"Wonderful Country, Landscape, Nature",12,0,No,No,No,No,No,No,No,Credit Card,Business,4972500,12,0,1,1,Independent,Alone
45-64,INDIA,No,tour_169,"Friends, relatives",Cultural tourism,No comments,1,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,497250,1,0,1,1,Independent,Alone
45-64,INDIA,No,tour_1831,"Friends, relatives",Hunting tourism,Friendly People,1,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,1243125,1,0,1,1,Independent,Uknown
45-64,INDIA,No,tour_2660,"Travel, agent, tour operator",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,828750,2,0,1,1,Independent,Alone
45-64,INDIA,No,tour_27,others,Wildlife tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,331500,3,0,1,1,Independent,Uknown
45-64,INDIA,No,tour_2922,"Friends, relatives",Beach tourism,No comments,5,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,663000,5,1,1,2,Independent,Children
45-64,INDIA,No,tour_321,"Friends, relatives",Mountain climbing,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,911625,5,0,1,1,Independent,Alone
45-64,INDIA,No,tour_3890,"Travel, agent, tour operator",Wildlife tourism, Wildlife,5,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,25525500,5,1,3,4,Package Tour,Spouse and Children
45-64,INDIA,No,tour_413,"Friends, relatives",Bird watching,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,248625,4,0,1,1,Independent,Alone
45-64,INDIA,No,tour_548,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",4,1,No,No,No,No,No,No,No,Credit Card,Visiting Friends and Relatives,331500,5,0,1,1,Independent,Alone
45-64,INDIA,No,tour_5998,"Friends, relatives",business,No comments,70,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,1004000,70,0,1,1,Independent,Uknown
45-64,INDIA,No,tour_962,"Friends, relatives",Wildlife tourism,Friendly People,12,0,No,No,No,No,No,No,No,Credit Card,Meetings and Conference,1657500,12,0,1,1,Independent,Uknown
45-64,INDIA,Yes,tour_2786,"Travel, agent, tour operator",Wildlife tourism,Friendly People,2,1,No,No,No,No,No,No,No,Credit Card,Meetings and Conference,1027650,3,2,2,4,Independent,Spouse and Children
45-64,INDIA,Yes,tour_3265,"Friends, relatives",Mountain climbing,Friendly People,15,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,4972500,15,0,2,2,Independent,Friends/Relatives
45-64,INDIA,Yes,tour_3337,"Travel, agent, tour operator",Wildlife tourism,Friendly People,10,0,Yes,Yes,No,Yes,Yes,No,Yes,Cash,Leisure and Holidays,10110750,10,1,1,2,Package Tour,Spouse
45-64,INDIA,Yes,tour_4574,"Friends, relatives",Cultural tourism,Friendly People,9,4,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1491750,13,0,1,1,Independent,Uknown
45-64,INDIA,Yes,tour_461,"Friends, relatives",Hunting tourism,No comments,2,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,331500,2,0,1,1,Independent,Alone
45-64,INDIA,Yes,tour_472,"Friends, relatives",Wildlife tourism,Satisfies and Hope Come Back,10,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,2000000,10,1,1,2,Independent,Friends/Relatives
45-64,INDIA,Yes,tour_5427,"Travel, agent, tour operator",Wildlife tourism,Friendly People,7,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Visiting Friends and Relatives,11784825,7,1,1,2,Package Tour,Spouse
45-64,INDIA,Yes,tour_5430,others,Wildlife tourism,Friendly People,7,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,8619000,7,1,1,2,Package Tour,Spouse
45-64,INDONESIA,No,tour_6432,"Radio, TV, Web",Mountain climbing,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Business,331500,3,0,1,1,Independent,Uknown
45-64,IRAN,Yes,tour_276,"Friends, relatives",Wildlife tourism,Friendly People,14,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,1657500,14,1,1,2,Independent,Spouse
45-64,IRELAND,No,tour_1790,"Friends, relatives",Hunting tourism,Friendly People,5,0,Yes,No,No,No,No,Yes,No,Cash,Visiting Friends and Relatives,12254382,5,1,1,2,Package Tour,Spouse
45-64,IRELAND,No,tour_5587,Trade fair,Beach tourism,No comments,2,43,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,14225250,45,4,1,5,Independent,Friends/Relatives
45-64,IRELAND,Yes,tour_1130,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",12,0,No,No,No,No,No,No,No,Credit Card,Business,2154750,12,0,1,1,Independent,Alone
45-64,IRELAND,Yes,tour_2179,"Newspaper, magazines,brochures",Conference tourism,Friendly People,10,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,3978000,10,1,1,2,Package Tour,Friends/Relatives
45-64,IRELAND,Yes,tour_2463,"Radio, TV, Web",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Credit Card,Business,680799,2,0,2,2,Independent,Friends/Relatives
45-64,IRELAND,Yes,tour_5883,others,Wildlife tourism,"Wonderful Country, Landscape, Nature",6,4,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,3149250,10,1,1,2,Independent,Spouse
45-64,ISRAEL,No,tour_3284,"Radio, TV, Web",Beach tourism, Wildlife,0,6,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,17735250,6,2,3,5,Package Tour,Spouse and Children
45-64,ISRAEL,Yes,tour_2046,"Travel, agent, tour operator",Wildlife tourism, Wildlife,7,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,45581250,7,2,2,4,Package Tour,Spouse and Children
45-64,ISRAEL,Yes,tour_3677,"Travel, agent, tour operator",Wildlife tourism,No comments,5,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,34973250,9,3,2,5,Package Tour,Spouse and Children
45-64,ISRAEL,Yes,tour_5296,"Friends, relatives",Wildlife tourism,Friendly People,7,5,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,28260375,12,1,3,4,Package Tour,Spouse and Children
45-64,ITALY,No,tour_1329,others,Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Credit Card,Other,994500,5,0,1,1,Independent,Uknown
45-64,ITALY,No,tour_1342,"Friends, relatives",Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Credit Card,Business,2320500,4,1,0,1,Independent,Alone
45-64,ITALY,No,tour_1626,Trade fair,Beach tourism,Excellent Experience,10,6,Yes,Yes,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,33315750,16,1,1,2,Package Tour,Spouse
45-64,ITALY,No,tour_1663,"Friends, relatives",Hunting tourism,Friendly People,12,0,Yes,No,No,No,No,Yes,No,Cash,Volunteering,4992526,12,1,0,1,Package Tour,Alone
45-64,ITALY,No,tour_1726,Tanzania Mission Abroad,Hunting tourism,No comments,21,0,No,No,No,No,No,No,No,Travellers Cheque,Volunteering,1000000,21,1,0,1,Independent,Alone
45-64,ITALY,No,tour_1945,"Newspaper, magazines,brochures",Cultural tourism,No comments,14,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,14917500,14,1,2,3,Independent,Children
45-64,ITALY,No,tour_2006,"Travel, agent, tour operator",Beach tourism,No comments,0,7,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,226933,7,1,1,2,Package Tour,Spouse
45-64,ITALY,No,tour_2121,"Travel, agent, tour operator",Beach tourism,No comments,11,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,82957875,17,1,1,2,Package Tour,Uknown
45-64,ITALY,No,tour_2376,"Friends, relatives",Beach tourism,No comments,15,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,4538660,15,1,0,1,Independent,Uknown
45-64,ITALY,No,tour_290,"Friends, relatives",Bird watching,No comments,6,4,No,No,No,No,No,No,No,Cash,Meetings and Conference,22693300,10,0,2,2,Independent,Children
45-64,ITALY,No,tour_3116,"Newspaper, magazines,brochures",Beach tourism,Friendly People,2,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,10276500,12,2,1,3,Package Tour,Spouse and Children
45-64,ITALY,No,tour_3354,others,Beach tourism,Excellent Experience,0,14,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1989000,14,0,1,1,Independent,Alone
45-64,ITALY,No,tour_3434,Tanzania Mission Abroad,Wildlife tourism,Excellent Experience,21,4,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4538660,25,1,1,2,Independent,Spouse
45-64,ITALY,No,tour_3907,"Travel, agent, tour operator",Beach tourism,Friendly People,0,7,Yes,Yes,No,Yes,No,Yes,No,Credit Card,Leisure and Holidays,7293000,7,1,1,2,Package Tour,Spouse
45-64,ITALY,No,tour_4130,"Friends, relatives",Beach tourism,Friendly People,0,6,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,9077320,6,3,1,4,Independent,Spouse and Children
45-64,ITALY,No,tour_4899,"Friends, relatives",Beach tourism,No comments,0,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,5469750,5,1,0,1,Package Tour,Uknown
45-64,ITALY,No,tour_5047,"Newspaper, magazines,brochures",Beach tourism, Wildlife,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,9116250,6,1,1,2,Package Tour,Spouse
45-64,ITALY,No,tour_5115,"Newspaper, magazines,brochures",Beach tourism, Wildlife,0,7,Yes,Yes,No,No,No,Yes,No,Cash,Leisure and Holidays,7409362.45,7,1,1,2,Package Tour,Spouse
45-64,ITALY,No,tour_5273,"Travel, agent, tour operator",Wildlife tourism, Wildlife,7,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,16429949.2,7,1,1,2,Package Tour,Spouse
45-64,ITALY,No,tour_5401,"Travel, agent, tour operator",Beach tourism,Good service,0,7,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,2652000,7,2,2,4,Package Tour,Children
45-64,ITALY,No,tour_5848,"Radio, TV, Web",Beach tourism,Friendly People,0,15,No,No,No,No,No,Yes,No,Cash,Leisure and Holidays,8623454,15,1,1,2,Package Tour,Spouse
45-64,ITALY,No,tour_5886,"Newspaper, magazines,brochures",Wildlife tourism, Wildlife,7,6,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit Card,Leisure and Holidays,12265500,13,1,1,2,Package Tour,Spouse
45-64,ITALY,No,tour_6012,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Leisure and Holidays,994500,6,1,1,2,Package Tour,Spouse
45-64,ITALY,No,tour_635,"Travel, agent, tour operator",Wildlife tourism,No comments,7,6,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,33150000,13,2,2,4,Independent,Spouse and Children
45-64,ITALY,No,tour_664,"Friends, relatives",Cultural tourism,No comments,12,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1657500,12,0,1,1,Independent,Alone
45-64,ITALY,No,tour_741,"Newspaper, magazines,brochures",Beach tourism,Friendly People,3,4,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,9531186,7,2,0,2,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_104,"Radio, TV, Web",Wildlife tourism,Excellent Experience,6,5,Yes,Yes,No,No,Yes,Yes,No,Cash,Leisure and Holidays,2652000,11,2,0,2,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_1095,"Friends, relatives",Wildlife tourism,"Wonderful Country, Landscape, Nature",4,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1989000,4,1,1,2,Independent,Friends/Relatives
45-64,ITALY,Yes,tour_123,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",15,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,17019975,15,1,1,2,Package Tour,Spouse
45-64,ITALY,Yes,tour_1298,"Travel, agent, tour operator",business,No comments,12,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,24862500,24,1,1,2,Package Tour,Spouse
45-64,ITALY,Yes,tour_1591,"Travel, agent, tour operator",Wildlife tourism,No comments,14,0,Yes,Yes,Yes,No,No,Yes,No,Cash,Leisure and Holidays,6630000,14,1,1,2,Package Tour,Spouse
45-64,ITALY,Yes,tour_1636,"Travel, agent, tour operator",Wildlife tourism, Wildlife,7,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,49807875,7,3,3,6,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_1756,"Travel, agent, tour operator",Wildlife tourism, Wildlife,10,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,11800516,10,1,1,2,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_1767,"Travel, agent, tour operator",Wildlife tourism, Wildlife,10,0,Yes,Yes,No,No,Yes,Yes,Yes,Cash,Leisure and Holidays,6501630.45,10,0,1,1,Package Tour,Uknown
45-64,ITALY,Yes,tour_1832,"Friends, relatives",Wildlife tourism, Wildlife,12,0,Yes,Yes,No,No,Yes,Yes,No,Cash,Leisure and Holidays,10939500,12,2,0,2,Package Tour,Spouse
45-64,ITALY,Yes,tour_1934,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",7,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,248625,7,1,1,2,Package Tour,Spouse
45-64,ITALY,Yes,tour_1944,Trade fair,Wildlife tourism, Wildlife,10,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,17403750,10,1,3,4,Package Tour,Spouse and Children
45-64,ITALY,Yes,tour_202,"Radio, TV, Web",Bird watching,No comments,10,11,Yes,Yes,Yes,No,No,No,Yes,Cash,Leisure and Holidays,828750,21,1,1,2,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_2024,"Travel, agent, tour operator",Wildlife tourism,Excellent Experience,10,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,14750645,13,3,2,5,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_2080,"Travel, agent, tour operator",Wildlife tourism, Wildlife,9,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,16134936.3,9,1,1,2,Package Tour,Children
45-64,ITALY,Yes,tour_2134,"Travel, agent, tour operator",Wildlife tourism, Wildlife,10,0,Yes,Yes,No,No,No,Yes,No,Cash,Leisure and Holidays,25359750,10,1,3,4,Package Tour,Spouse and Children
45-64,ITALY,Yes,tour_2288,"Travel, agent, tour operator",Beach tourism,No comments,0,14,Yes,Yes,No,No,No,Yes,No,Cash,Leisure and Holidays,12027449,14,1,1,2,Package Tour,Spouse
45-64,ITALY,Yes,tour_2476,Tanzania Mission Abroad,Hunting tourism,No comments,16,0,No,No,No,No,No,No,No,Cash,Volunteering,2269330,16,0,1,1,Independent,Alone
45-64,ITALY,Yes,tour_2585,"Travel, agent, tour operator",Beach tourism,Friendly People,0,7,Yes,Yes,No,No,No,Yes,Yes,Credit Card,Leisure and Holidays,9077320,7,1,1,2,Package Tour,Spouse
45-64,ITALY,Yes,tour_2709,"Newspaper, magazines,brochures",Wildlife tourism,No comments,10,5,Yes,No,No,No,No,No,No,Cash,Leisure and Holidays,6807990,15,1,1,2,Independent,Spouse
45-64,ITALY,Yes,tour_2745,"Friends, relatives",Wildlife tourism, Wildlife,7,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,17138550,7,2,2,4,Package Tour,Spouse and Children
45-64,ITALY,Yes,tour_2807,"Friends, relatives",Wildlife tourism, Wildlife,7,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,20968609.2,7,1,1,2,Package Tour,Spouse
45-64,ITALY,Yes,tour_2885,"Friends, relatives",Wildlife tourism,Good service,5,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,5005650,5,1,0,1,Package Tour,Alone
45-64,ITALY,Yes,tour_2886,"Newspaper, magazines,brochures",Beach tourism, Wildlife,3,4,Yes,Yes,No,No,Yes,Yes,Yes,Cash,Leisure and Holidays,2320500,7,1,2,3,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_3042,"Travel, agent, tour operator",Wildlife tourism,Excellent Experience,4,6,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,340399.5,10,0,4,4,Package Tour,Uknown
45-64,ITALY,Yes,tour_3060,"Newspaper, magazines,brochures",Beach tourism,Excellent Experience,0,14,Yes,Yes,Yes,No,No,Yes,Yes,Cash,Leisure and Holidays,15840727.5,14,1,1,2,Package Tour,Spouse
45-64,ITALY,Yes,tour_3071,"Travel, agent, tour operator",Cultural tourism,No comments,0,7,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,13578240,7,2,1,3,Package Tour,Children
45-64,ITALY,Yes,tour_3076,Trade fair,Beach tourism,Friendly People,0,12,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,13842913,12,1,1,2,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_3109,"Travel, agent, tour operator",Wildlife tourism, Wildlife,4,3,Yes,Yes,Yes,No,No,Yes,Yes,Cash,Leisure and Holidays,95992659,7,2,4,6,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_3129,"Newspaper, magazines,brochures",Beach tourism, Wildlife,0,7,No,No,No,No,No,No,No,Cash,Leisure and Holidays,17019975,7,1,2,3,Independent,Spouse and Children
45-64,ITALY,Yes,tour_3144,"Travel, agent, tour operator",Beach tourism,"Wonderful Country, Landscape, Nature",0,7,Yes,Yes,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,13048647.5,7,2,1,3,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_3154,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",7,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,21547500,7,3,1,4,Package Tour,Spouse and Children
45-64,ITALY,Yes,tour_3180,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",0,4,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3315000,4,1,1,2,Independent,Spouse
45-64,ITALY,Yes,tour_3216,"Travel, agent, tour operator",Beach tourism,No comments,5,11,Yes,Yes,No,No,No,Yes,No,Cash,Leisure and Holidays,17246908,16,1,2,3,Package Tour,Spouse and Children
45-64,ITALY,Yes,tour_3225,"Travel, agent, tour operator",Beach tourism, Wildlife,0,7,Yes,Yes,Yes,Yes,No,Yes,No,Credit Card,Leisure and Holidays,6630000,7,1,1,2,Package Tour,Spouse
45-64,ITALY,Yes,tour_3279,"Travel, agent, tour operator",Beach tourism,Excellent Experience,0,6,Yes,Yes,No,No,No,Yes,Yes,Credit Card,Leisure and Holidays,21104769,6,1,2,3,Package Tour,Spouse and Children
45-64,ITALY,Yes,tour_3295,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,1134665,9,2,1,3,Package Tour,Spouse and Children
45-64,ITALY,Yes,tour_3407,"Travel, agent, tour operator",Beach tourism, Wildlife,0,13,Yes,Yes,No,Yes,No,Yes,No,Cash,Leisure and Holidays,30992239.81,13,2,1,3,Package Tour,Friends/Relatives
45-64,ITALY,Yes,tour_3422,"Travel, agent, tour operator",Beach tourism,Good service,0,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,994500,5,0,1,1,Package Tour,Uknown
